,Week,Name1,Score1,Name2,Score2,Type
53,11,Team WN,96.64,Team RW,106.7,Regular
54,11,Team JN,116.64,Team BD,98.4,Regular
55,12,Team DH,108.98,Team WR,122.12,Regular
56,12,Team TP,102.5,Team Caleb,112.64,Regular
57,12,Team GM,118.62,Team WN,116.16,Regular
58,12,Team BL,140.5,Team JN,110.28,Regular
59,12,Team RW,118.66,Team BD,105.98,Regular
60,13,Team DH,100.82,Team BL,101.52,Regular
61,13,Team JN,145.72,Team RW,78.78,Regular
62,13,Team GM,118.8,Team WR,108.6,Regular
63,13,Team WN,120.96,Team TP,151.38,Regular
64,13,Team BD,125.06,Team Caleb,124.76,Regular
65,14,,,Team JN,86.82,Playoff
66,14,Team BD,118.72,Team WR,108.3,Playoff
67,14,Team DH,100.84,Team GM,115.64,Playoff
68,14,,,Team BL,111.58,Playoff
69,14,Team Caleb,96.64,Team WN,69.84,Playoff
70,14,Team RW,128.32,Team TP,124.06,Playoff
71,15,Team BD,152.98,Team JN,72.24,Playoff
72,15,Team GM,110.2,Team BL,122.12,Playoff
73,15,Team DH,77.14,Team WR,70.36,Playoff
74,15,Team RW,122.26,Team Caleb,92.86,Playoff
75,15,Team TP,119.52,Team WN,97.36,Playoff
76,16,Team BD,102.8,Team BL,128.04,Playoff
77,16,Team GM,100.5,Team JN,93.7,Playoff
78,16,Team DH,98.78,Team WR,108.02,Playoff
79,16,Team RW,124.48,Team TP,120.8,Playoff
80,16,Team Caleb,122.82,Team WN,101.24,Playoff
81,1,Team WR,95.32,Team GM,133.84,Regular
82,1,Team TP,99.76,Team BL,86.8,Regular
83,1,Team DH,82.16,Team RW,65.44,Regular
84,1,Team Caleb,78.68,Team BD,104.56,Regular
85,1,Team WN,69.64,Team JN,123.64,Regular
86,2,Team TP,148.76,Team WR,138.86,Regular
87,2,Team GM,108.0,Team DH,110.98,Regular
88,2,Team BL,102.42,Team Caleb,99.48,Regular
89,2,Team RW,84.76,Team WN,85.04,Regular
90,2,Team BD,89.4,Team JN,95.24,Regular
91,3,Team WR,124.52,Team DH,124.98,Regular
92,3,Team Caleb,128.06,Team TP,101.48,Regular
93,3,Team WN,149.96,Team GM,139.18,Regular
94,3,Team JN,101.96,Team BL,67.68,Regular
95,3,Team BD,106.8,Team RW,93.92,Regular
96,4,Team Caleb,142.7,Team WR,83.28,Regular
97,4,Team DH,137.24,Team WN,81.38,Regular
98,4,Team TP,63.64,Team JN,131.9,Regular
99,4,Team GM,104.82,Team BD,113.88,Regular
100,4,Team BL,150.06,Team RW,94.8,Regular
101,5,Team WR,103.92,Team WN,69.24,Regular
102,5,Team JN,99.48,Team Caleb,97.22,Regular
103,5,Team BD,111.48,Team DH,102.84,Regular
104,5,Team RW,176.06,Team TP,56.76,Regular
105,5,Team BL,116.32,Team GM,163.34,Regular
106,6,Team JN,78.22,Team WR,102.58,Regular
107,6,Team WN,121.34,Team BD,119.78,Regular
108,6,Team Caleb,112.4,Team RW,78.56,Regular
109,6,Team DH,96.62,Team BL,113.6,Regular
110,6,Team TP,97.24,Team GM,101.54,Regular
111,7,Team WR,66.34,Team BD,95.96,Regular
112,7,Team RW,98.4,Team JN,99.86,Regular
113,7,Team BL,129.06,Team WN,113.96,Regular
114,7,Team GM,148.26,Team Caleb,92.46,Regular
115,7,Team TP,103.8,Team DH,106.88,Regular
116,8,Team RW,119.46,Team WR,119.56,Regular
117,8,Team BD,107.22,Team BL,108.46,Regular
118,8,Team JN,96.68,Team GM,120.2,Regular
119,8,Team WN,124.5,Team TP,114.76,Regular
120,8,Team Caleb,126.02,Team DH,84.98,Regular
121,9,Team WR,92.12,Team BL,90.48,Regular
122,9,Team GM,49.5,Team RW,115.22,Regular
123,9,Team TP,134.72,Team BD,118.84,Regular
124,9,Team DH,65.78,Team JN,92.6,Regular
125,9,Team Caleb,89.52,Team WN,144.2,Regular
126,10,Team GM,113.42,Team WR,170.42,Regular
127,10,Team BL,98.26,Team TP,104.38,Regular
128,10,Team RW,94.78,Team DH,97.42,Regular
129,10,Team BD,126.02,Team Caleb,88.78,Regular
130,10,Team JN,104.62,Team WN,101.84,Regular
131,11,Team WR,124.8,Team TP,72.64,Regular
132,11,Team DH,139.66,Team GM,97.38,Regular
133,11,Team Caleb,94.46,Team BL,108.2,Regular
134,11,Team WN,96.64,Team RW,106.7,Regular
135,11,Team JN,116.64,Team BD,98.4,Regular
136,12,Team DH,108.98,Team WR,122.12,Regular
137,12,Team TP,102.5,Team Caleb,112.64,Regular
138,12,Team GM,118.62,Team WN,116.16,Regular
139,12,Team BL,140.5,Team JN,110.28,Regular
140,12,Team RW,118.66,Team BD,105.98,Regular
141,13,Team DH,100.82,Team BL,101.52,Regular
142,13,Team JN,145.72,Team RW,78.78,Regular
143,13,Team GM,118.8,Team WR,108.6,Regular
144,13,Team WN,120.96,Team TP,151.38,Regular
145,13,Team BD,125.06,Team Caleb,124.76,Regular
146,14,,,Team JN,86.82,Playoff
147,14,Team BD,118.72,Team WR,108.3,Playoff
148,14,Team DH,100.84,Team GM,115.64,Playoff
149,14,,,Team BL,111.58,Playoff
150,14,Team Caleb,96.64,Team WN,69.84,Playoff
151,14,Team RW,128.32,Team TP,124.06,Playoff
152,15,Team BD,152.98,Team JN,72.24,Playoff
153,15,Team GM,110.2,Team BL,122.12,Playoff
154,15,Team DH,77.14,Team WR,70.36,Playoff
155,15,Team RW,122.26,Team Caleb,92.86,Playoff
156,15,Team TP,119.52,Team WN,97.36,Playoff
157,16,Team BD,102.8,Team BL,128.04,Playoff
158,16,Team GM,100.5,Team JN,93.7,Playoff
159,16,Team DH,98.78,Team WR,108.02,Playoff
160,16,Team RW,124.48,Team TP,120.8,Playoff
161,16,Team Caleb,122.82,Team WN,101.24,Playoff
162,1,Team WR,95.32,Team GM,133.84,Regular
163,1,Team TP,99.76,Team BL,86.8,Regular
164,1,Team DH,82.16,Team RW,65.44,Regular
165,1,Team Caleb,78.68,Team BD,104.56,Regular
166,1,Team WN,69.64,Team JN,123.64,Regular
167,2,Team TP,148.76,Team WR,138.86,Regular
168,2,Team GM,108.0,Team DH,110.98,Regular
169,2,Team BL,102.42,Team Caleb,99.48,Regular
170,2,Team RW,84.76,Team WN,85.04,Regular
171,2,Team BD,89.4,Team JN,95.24,Regular
172,3,Team WR,124.52,Team DH,124.98,Regular
173,3,Team Caleb,128.06,Team TP,101.48,Regular
174,3,Team WN,149.96,Team GM,139.18,Regular
175,3,Team JN,101.96,Team BL,67.68,Regular
176,3,Team BD,106.8,Team RW,93.92,Regular
177,4,Team Caleb,142.7,Team WR,83.28,Regular
178,4,Team DH,137.24,Team WN,81.38,Regular
179,4,Team TP,63.64,Team JN,131.9,Regular
180,4,Team GM,104.82,Team BD,113.88,Regular
181,4,Team BL,150.06,Team RW,94.8,Regular
182,5,Team WR,103.92,Team WN,69.24,Regular
183,5,Team JN,99.48,Team Caleb,97.22,Regular
184,5,Team BD,111.48,Team DH,102.84,Regular
185,5,Team RW,176.06,Team TP,56.76,Regular
186,5,Team BL,116.32,Team GM,163.34,Regular
187,6,Team JN,78.22,Team WR,102.58,Regular
188,6,Team WN,121.34,Team BD,119.78,Regular
189,6,Team Caleb,112.4,Team RW,78.56,Regular
190,6,Team DH,96.62,Team BL,113.6,Regular
191,6,Team TP,97.24,Team GM,101.54,Regular
192,7,Team WR,66.34,Team BD,95.96,Regular
193,7,Team RW,98.4,Team JN,99.86,Regular
194,7,Team BL,129.06,Team WN,113.96,Regular
195,7,Team GM,148.26,Team Caleb,92.46,Regular
196,7,Team TP,103.8,Team DH,106.88,Regular
197,8,Team RW,119.46,Team WR,119.56,Regular
198,8,Team BD,107.22,Team BL,108.46,Regular
199,8,Team JN,96.68,Team GM,120.2,Regular
200,8,Team WN,124.5,Team TP,114.76,Regular
201,8,Team Caleb,126.02,Team DH,84.98,Regular
202,9,Team WR,92.12,Team BL,90.48,Regular
203,9,Team GM,49.5,Team RW,115.22,Regular
204,9,Team TP,134.72,Team BD,118.84,Regular
205,9,Team DH,65.78,Team JN,92.6,Regular
206,9,Team Caleb,89.52,Team WN,144.2,Regular
207,10,Team GM,113.42,Team WR,170.42,Regular
208,10,Team BL,98.26,Team TP,104.38,Regular
209,10,Team RW,94.78,Team DH,97.42,Regular
210,10,Team BD,126.02,Team Caleb,88.78,Regular
211,10,Team JN,104.62,Team WN,101.84,Regular
212,11,Team WR,124.8,Team TP,72.64,Regular
213,11,Team DH,139.66,Team GM,97.38,Regular
214,11,Team Caleb,94.46,Team BL,108.2,Regular
215,11,Team WN,96.64,Team RW,106.7,Regular
216,11,Team JN,116.64,Team BD,98.4,Regular
217,12,Team DH,108.98,Team WR,122.12,Regular
218,12,Team TP,102.5,Team Caleb,112.64,Regular
219,12,Team GM,118.62,Team WN,116.16,Regular
220,12,Team BL,140.5,Team JN,110.28,Regular
221,12,Team RW,118.66,Team BD,105.98,Regular
222,13,Team DH,100.82,Team BL,101.52,Regular
223,13,Team JN,145.72,Team RW,78.78,Regular
224,13,Team GM,118.8,Team WR,108.6,Regular
225,13,Team WN,120.96,Team TP,151.38,Regular
226,13,Team BD,125.06,Team Caleb,124.76,Regular
227,14,,,Team JN,86.82,Playoff
228,14,Team BD,118.72,Team WR,108.3,Playoff
229,14,Team DH,100.84,Team GM,115.64,Playoff
230,14,,,Team BL,111.58,Playoff
231,14,Team Caleb,96.64,Team WN,69.84,Playoff
232,14,Team RW,128.32,Team TP,124.06,Playoff
233,15,Team BD,152.98,Team JN,72.24,Playoff
234,15,Team GM,110.2,Team BL,122.12,Playoff
235,15,Team DH,77.14,Team WR,70.36,Playoff
236,15,Team RW,122.26,Team Caleb,92.86,Playoff
237,15,Team TP,119.52,Team WN,97.36,Playoff
238,16,Team BD,102.8,Team BL,128.04,Playoff
239,16,Team GM,100.5,Team JN,93.7,Playoff
240,16,Team DH,98.78,Team WR,108.02,Playoff
241,16,Team RW,124.48,Team TP,120.8,Playoff
242,16,Team Caleb,122.82,Team WN,101.24,Playoff
243,1,Team WR,95.32,Team GM,133.84,Regular
244,1,Team TP,99.76,Team BL,86.8,Regular
245,1,Team DH,82.16,Team RW,65.44,Regular
246,1,Team Caleb,78.68,Team BD,104.56,Regular
247,1,Team WN,69.64,Team JN,123.64,Regular
248,2,Team TP,148.76,Team WR,138.86,Regular
249,2,Team GM,108.0,Team DH,110.98,Regular
250,2,Team BL,102.42,Team Caleb,99.48,Regular
251,2,Team RW,84.76,Team WN,85.04,Regular
252,2,Team BD,89.4,Team JN,95.24,Regular
253,3,Team WR,124.52,Team DH,124.98,Regular
254,3,Team Caleb,128.06,Team TP,101.48,Regular
255,3,Team WN,149.96,Team GM,139.18,Regular
256,3,Team JN,101.96,Team BL,67.68,Regular
257,3,Team BD,106.8,Team RW,93.92,Regular
258,4,Team Caleb,142.7,Team WR,83.28,Regular
259,4,Team DH,137.24,Team WN,81.38,Regular
260,4,Team TP,63.64,Team JN,131.9,Regular
261,4,Team GM,104.82,Team BD,113.88,Regular
262,4,Team BL,150.06,Team RW,94.8,Regular
263,5,Team WR,103.92,Team WN,69.24,Regular
264,5,Team JN,99.48,Team Caleb,97.22,Regular
265,5,Team BD,111.48,Team DH,102.84,Regular
266,5,Team RW,176.06,Team TP,56.76,Regular
267,5,Team BL,116.32,Team GM,163.34,Regular
268,6,Team JN,78.22,Team WR,102.58,Regular
269,6,Team WN,121.34,Team BD,119.78,Regular
270,6,Team Caleb,112.4,Team RW,78.56,Regular
271,6,Team DH,96.62,Team BL,113.6,Regular
272,6,Team TP,97.24,Team GM,101.54,Regular
273,7,Team WR,66.34,Team BD,95.96,Regular
274,7,Team RW,98.4,Team JN,99.86,Regular
275,7,Team BL,129.06,Team WN,113.96,Regular
276,7,Team GM,148.26,Team Caleb,92.46,Regular
277,7,Team TP,103.8,Team DH,106.88,Regular
278,8,Team RW,119.46,Team WR,119.56,Regular
279,8,Team BD,107.22,Team BL,108.46,Regular
280,8,Team JN,96.68,Team GM,120.2,Regular
281,8,Team WN,124.5,Team TP,114.76,Regular
282,8,Team Caleb,126.02,Team DH,84.98,Regular
283,9,Team WR,92.12,Team BL,90.48,Regular
284,9,Team GM,49.5,Team RW,115.22,Regular
285,9,Team TP,134.72,Team BD,118.84,Regular
286,9,Team DH,65.78,Team JN,92.6,Regular
287,9,Team Caleb,89.52,Team WN,144.2,Regular
288,10,Team GM,113.42,Team WR,170.42,Regular
289,10,Team BL,98.26,Team TP,104.38,Regular
290,10,Team RW,94.78,Team DH,97.42,Regular
291,10,Team BD,126.02,Team Caleb,88.78,Regular
292,10,Team JN,104.62,Team WN,101.84,Regular
293,11,Team WR,124.8,Team TP,72.64,Regular
294,11,Team DH,139.66,Team GM,97.38,Regular
295,11,Team Caleb,94.46,Team BL,108.2,Regular
296,11,Team WN,96.64,Team RW,106.7,Regular
297,11,Team JN,116.64,Team BD,98.4,Regular
298,12,Team DH,108.98,Team WR,122.12,Regular
299,12,Team TP,102.5,Team Caleb,112.64,Regular
300,12,Team GM,118.62,Team WN,116.16,Regular
301,12,Team BL,140.5,Team JN,110.28,Regular
302,12,Team RW,118.66,Team BD,105.98,Regular
303,13,Team DH,100.82,Team BL,101.52,Regular
304,13,Team JN,145.72,Team RW,78.78,Regular
305,13,Team GM,118.8,Team WR,108.6,Regular
306,13,Team WN,120.96,Team TP,151.38,Regular
307,13,Team BD,125.06,Team Caleb,124.76,Regular
308,14,,,Team JN,86.82,Playoff
309,14,Team BD,118.72,Team WR,108.3,Playoff
310,14,Team DH,100.84,Team GM,115.64,Playoff
311,14,,,Team BL,111.58,Playoff
312,14,Team Caleb,96.64,Team WN,69.84,Playoff
313,14,Team RW,128.32,Team TP,124.06,Playoff
314,15,Team BD,152.98,Team JN,72.24,Playoff
315,15,Team GM,110.2,Team BL,122.12,Playoff
316,15,Team DH,77.14,Team WR,70.36,Playoff
317,15,Team RW,122.26,Team Caleb,92.86,Playoff
318,15,Team TP,119.52,Team WN,97.36,Playoff
319,16,Team BD,102.8,Team BL,128.04,Playoff
320,16,Team GM,100.5,Team JN,93.7,Playoff
321,16,Team DH,98.78,Team WR,108.02,Playoff
322,16,Team RW,124.48,Team TP,120.8,Playoff
323,16,Team Caleb,122.82,Team WN,101.24,Playoff
324,1,Team WR,95.32,Team GM,133.84,Regular
325,1,Team TP,99.76,Team BL,86.8,Regular
326,1,Team DH,82.16,Team RW,65.44,Regular
327,1,Team Caleb,78.68,Team BD,104.56,Regular
328,1,Team WN,69.64,Team JN,123.64,Regular
329,2,Team TP,148.76,Team WR,138.86,Regular
330,2,Team GM,108.0,Team DH,110.98,Regular
331,2,Team BL,102.42,Team Caleb,99.48,Regular
332,2,Team RW,84.76,Team WN,85.04,Regular
333,2,Team BD,89.4,Team JN,95.24,Regular
334,3,Team WR,124.52,Team DH,124.98,Regular
335,3,Team Caleb,128.06,Team TP,101.48,Regular
336,3,Team WN,149.96,Team GM,139.18,Regular
337,3,Team JN,101.96,Team BL,67.68,Regular
338,3,Team BD,106.8,Team RW,93.92,Regular
339,4,Team Caleb,142.7,Team WR,83.28,Regular
340,4,Team DH,137.24,Team WN,81.38,Regular
341,4,Team TP,63.64,Team JN,131.9,Regular
342,4,Team GM,104.82,Team BD,113.88,Regular
343,4,Team BL,150.06,Team RW,94.8,Regular
344,5,Team WR,103.92,Team WN,69.24,Regular
345,5,Team JN,99.48,Team Caleb,97.22,Regular
346,5,Team BD,111.48,Team DH,102.84,Regular
347,5,Team RW,176.06,Team TP,56.76,Regular
348,5,Team BL,116.32,Team GM,163.34,Regular
349,6,Team JN,78.22,Team WR,102.58,Regular
350,6,Team WN,121.34,Team BD,119.78,Regular
351,6,Team Caleb,112.4,Team RW,78.56,Regular
352,6,Team DH,96.62,Team BL,113.6,Regular
353,6,Team TP,97.24,Team GM,101.54,Regular
354,7,Team WR,66.34,Team BD,95.96,Regular
355,7,Team RW,98.4,Team JN,99.86,Regular
356,7,Team BL,129.06,Team WN,113.96,Regular
357,7,Team GM,148.26,Team Caleb,92.46,Regular
358,7,Team TP,103.8,Team DH,106.88,Regular
359,8,Team RW,119.46,Team WR,119.56,Regular
360,8,Team BD,107.22,Team BL,108.46,Regular
361,8,Team JN,96.68,Team GM,120.2,Regular
362,8,Team WN,124.5,Team TP,114.76,Regular
363,8,Team Caleb,126.02,Team DH,84.98,Regular
364,9,Team WR,92.12,Team BL,90.48,Regular
365,9,Team GM,49.5,Team RW,115.22,Regular
366,9,Team TP,134.72,Team BD,118.84,Regular
367,9,Team DH,65.78,Team JN,92.6,Regular
368,9,Team Caleb,89.52,Team WN,144.2,Regular
369,10,Team GM,113.42,Team WR,170.42,Regular
370,10,Team BL,98.26,Team TP,104.38,Regular
371,10,Team RW,94.78,Team DH,97.42,Regular
372,10,Team BD,126.02,Team Caleb,88.78,Regular
373,10,Team JN,104.62,Team WN,101.84,Regular
374,11,Team WR,124.8,Team TP,72.64,Regular
375,11,Team DH,139.66,Team GM,97.38,Regular
376,11,Team Caleb,94.46,Team BL,108.2,Regular
377,11,Team WN,96.64,Team RW,106.7,Regular
378,11,Team JN,116.64,Team BD,98.4,Regular
379,12,Team DH,108.98,Team WR,122.12,Regular
380,12,Team TP,102.5,Team Caleb,112.64,Regular
381,12,Team GM,118.62,Team WN,116.16,Regular
382,12,Team BL,140.5,Team JN,110.28,Regular
383,12,Team RW,118.66,Team BD,105.98,Regular
384,13,Team DH,100.82,Team BL,101.52,Regular
385,13,Team JN,145.72,Team RW,78.78,Regular
386,13,Team GM,118.8,Team WR,108.6,Regular
387,13,Team WN,120.96,Team TP,151.38,Regular
388,13,Team BD,125.06,Team Caleb,124.76,Regular
389,14,,,Team JN,86.82,Playoff
390,14,Team BD,118.72,Team WR,108.3,Playoff
391,14,Team DH,100.84,Team GM,115.64,Playoff
392,14,,,Team BL,111.58,Playoff
393,14,Team Caleb,96.64,Team WN,69.84,Playoff
394,14,Team RW,128.32,Team TP,124.06,Playoff
395,15,Team BD,152.98,Team JN,72.24,Playoff
396,15,Team GM,110.2,Team BL,122.12,Playoff
397,15,Team DH,77.14,Team WR,70.36,Playoff
398,15,Team RW,122.26,Team Caleb,92.86,Playoff
399,15,Team TP,119.52,Team WN,97.36,Playoff
400,16,Team BD,102.8,Team BL,128.04,Playoff
401,16,Team GM,100.5,Team JN,93.7,Playoff
402,16,Team DH,98.78,Team WR,108.02,Playoff
403,16,Team RW,124.48,Team TP,120.8,Playoff
404,16,Team Caleb,122.82,Team WN,101.24,Playoff
405,1,Team WR,95.32,Team GM,133.84,Regular
406,1,Team TP,99.76,Team BL,86.8,Regular
407,1,Team DH,82.16,Team RW,65.44,Regular
408,1,Team Caleb,78.68,Team BD,104.56,Regular
409,1,Team WN,69.64,Team JN,123.64,Regular
410,2,Team TP,148.76,Team WR,138.86,Regular
411,2,Team GM,108.0,Team DH,110.98,Regular
412,2,Team BL,102.42,Team Caleb,99.48,Regular
413,2,Team RW,84.76,Team WN,85.04,Regular
414,2,Team BD,89.4,Team JN,95.24,Regular
415,3,Team WR,124.52,Team DH,124.98,Regular
416,3,Team Caleb,128.06,Team TP,101.48,Regular
417,3,Team WN,149.96,Team GM,139.18,Regular
418,3,Team JN,101.96,Team BL,67.68,Regular
419,3,Team BD,106.8,Team RW,93.92,Regular
420,4,Team Caleb,142.7,Team WR,83.28,Regular
421,4,Team DH,137.24,Team WN,81.38,Regular
422,4,Team TP,63.64,Team JN,131.9,Regular
423,4,Team GM,104.82,Team BD,113.88,Regular
424,4,Team BL,150.06,Team RW,94.8,Regular
425,5,Team WR,103.92,Team WN,69.24,Regular
426,5,Team JN,99.48,Team Caleb,97.22,Regular
427,5,Team BD,111.48,Team DH,102.84,Regular
428,5,Team RW,176.06,Team TP,56.76,Regular
429,5,Team BL,116.32,Team GM,163.34,Regular
430,6,Team JN,78.22,Team WR,102.58,Regular
431,6,Team WN,121.34,Team BD,119.78,Regular
432,6,Team Caleb,112.4,Team RW,78.56,Regular
433,6,Team DH,96.62,Team BL,113.6,Regular
434,6,Team TP,97.24,Team GM,101.54,Regular
435,7,Team WR,66.34,Team BD,95.96,Regular
436,7,Team RW,98.4,Team JN,99.86,Regular
437,7,Team BL,129.06,Team WN,113.96,Regular
438,7,Team GM,148.26,Team Caleb,92.46,Regular
439,7,Team TP,103.8,Team DH,106.88,Regular
440,8,Team RW,119.46,Team WR,119.56,Regular
441,8,Team BD,107.22,Team BL,108.46,Regular
442,8,Team JN,96.68,Team GM,120.2,Regular
443,8,Team WN,124.5,Team TP,114.76,Regular
444,8,Team Caleb,126.02,Team DH,84.98,Regular
445,9,Team WR,92.12,Team BL,90.48,Regular
446,9,Team GM,49.5,Team RW,115.22,Regular
447,9,Team TP,134.72,Team BD,118.84,Regular
448,9,Team DH,65.78,Team JN,92.6,Regular
449,9,Team Caleb,89.52,Team WN,144.2,Regular
450,10,Team GM,113.42,Team WR,170.42,Regular
451,10,Team BL,98.26,Team TP,104.38,Regular
452,10,Team RW,94.78,Team DH,97.42,Regular
453,10,Team BD,126.02,Team Caleb,88.78,Regular
454,10,Team JN,104.62,Team WN,101.84,Regular
455,11,Team WR,124.8,Team TP,72.64,Regular
456,11,Team DH,139.66,Team GM,97.38,Regular
457,11,Team Caleb,94.46,Team BL,108.2,Regular
458,11,Team WN,96.64,Team RW,106.7,Regular
459,11,Team JN,116.64,Team BD,98.4,Regular
460,12,Team DH,108.98,Team WR,122.12,Regular
461,12,Team TP,102.5,Team Caleb,112.64,Regular
462,12,Team GM,118.62,Team WN,116.16,Regular
463,12,Team BL,140.5,Team JN,110.28,Regular
464,12,Team RW,118.66,Team BD,105.98,Regular
465,13,Team DH,100.82,Team BL,101.52,Regular
466,13,Team JN,145.72,Team RW,78.78,Regular
467,13,Team GM,118.8,Team WR,108.6,Regular
468,13,Team WN,120.96,Team TP,151.38,Regular
469,13,Team BD,125.06,Team Caleb,124.76,Regular
470,14,,,Team JN,86.82,Playoff
471,14,Team BD,118.72,Team WR,108.3,Playoff
472,14,Team DH,100.84,Team GM,115.64,Playoff
473,14,,,Team BL,111.58,Playoff
474,14,Team Caleb,96.64,Team WN,69.84,Playoff
475,14,Team RW,128.32,Team TP,124.06,Playoff
476,15,Team BD,152.98,Team JN,72.24,Playoff
477,15,Team GM,110.2,Team BL,122.12,Playoff
478,15,Team DH,77.14,Team WR,70.36,Playoff
479,15,Team RW,122.26,Team Caleb,92.86,Playoff
480,15,Team TP,119.52,Team WN,97.36,Playoff
481,16,Team BD,102.8,Team BL,128.04,Playoff
482,16,Team GM,100.5,Team JN,93.7,Playoff
483,16,Team DH,98.78,Team WR,108.02,Playoff
484,16,Team RW,124.48,Team TP,120.8,Playoff
485,16,Team Caleb,122.82,Team WN,101.24,Playoff
486,1,Team WR,95.32,Team GM,133.84,Regular
487,1,Team TP,99.76,Team BL,86.8,Regular
488,1,Team DH,82.16,Team RW,65.44,Regular
489,1,Team Caleb,78.68,Team BD,104.56,Regular
490,1,Team WN,69.64,Team JN,123.64,Regular
491,2,Team TP,148.76,Team WR,138.86,Regular
492,2,Team GM,108.0,Team DH,110.98,Regular
493,2,Team BL,102.42,Team Caleb,99.48,Regular
494,2,Team RW,84.76,Team WN,85.04,Regular
495,2,Team BD,89.4,Team JN,95.24,Regular
496,3,Team WR,124.52,Team DH,124.98,Regular
497,3,Team Caleb,128.06,Team TP,101.48,Regular
498,3,Team WN,149.96,Team GM,139.18,Regular
499,3,Team JN,101.96,Team BL,67.68,Regular
500,3,Team BD,106.8,Team RW,93.92,Regular
501,4,Team Caleb,142.7,Team WR,83.28,Regular
502,4,Team DH,137.24,Team WN,81.38,Regular
503,4,Team TP,63.64,Team JN,131.9,Regular
504,4,Team GM,104.82,Team BD,113.88,Regular
505,4,Team BL,150.06,Team RW,94.8,Regular
506,5,Team WR,103.92,Team WN,69.24,Regular
507,5,Team JN,99.48,Team Caleb,97.22,Regular
508,5,Team BD,111.48,Team DH,102.84,Regular
509,5,Team RW,176.06,Team TP,56.76,Regular
510,5,Team BL,116.32,Team GM,163.34,Regular
511,6,Team JN,78.22,Team WR,102.58,Regular
512,6,Team WN,121.34,Team BD,119.78,Regular
513,6,Team Caleb,112.4,Team RW,78.56,Regular
514,6,Team DH,96.62,Team BL,113.6,Regular
515,6,Team TP,97.24,Team GM,101.54,Regular
516,7,Team WR,66.34,Team BD,95.96,Regular
517,7,Team RW,98.4,Team JN,99.86,Regular
518,7,Team BL,129.06,Team WN,113.96,Regular
519,7,Team GM,148.26,Team Caleb,92.46,Regular
520,7,Team TP,103.8,Team DH,106.88,Regular
521,8,Team RW,119.46,Team WR,119.56,Regular
522,8,Team BD,107.22,Team BL,108.46,Regular
523,8,Team JN,96.68,Team GM,120.2,Regular
524,8,Team WN,124.5,Team TP,114.76,Regular
525,8,Team Caleb,126.02,Team DH,84.98,Regular
526,9,Team WR,92.12,Team BL,90.48,Regular
527,9,Team GM,49.5,Team RW,115.22,Regular
